Filename,MFCC_Extraction_Time_s
../dataset/raw_audio\Actor_15\03-01-04-01-02-02-15.wav,0.0130
../dataset/raw_audio\Actor_15\03-01-04-02-01-01-15.wav,0.0140
../dataset/raw_audio\Actor_15\03-01-04-02-01-02-15.wav,0.0144
../dataset/raw_audio\Actor_15\03-01-04-02-02-01-15.wav,0.0141
../dataset/raw_audio\Actor_15\03-01-04-02-02-02-15.wav,0.0137
../dataset/raw_audio\Actor_15\03-01-05-01-01-01-15.wav,0.0150
../dataset/raw_audio\Actor_15\03-01-05-01-01-02-15.wav,0.0131
../dataset/raw_audio\Actor_15\03-01-05-01-02-01-15.wav,0.0130
../dataset/raw_audio\Actor_15\03-01-05-01-02-02-15.wav,0.0154
../dataset/raw_audio\Actor_15\03-01-05-02-01-01-15.wav,0.0138
../dataset/raw_audio\Actor_15\03-01-05-02-01-02-15.wav,0.0149
../dataset/raw_audio\Actor_15\03-01-05-02-02-01-15.wav,0.0165
../dataset/raw_audio\Actor_15\03-01-05-02-02-02-15.wav,0.0194
../dataset/raw_audio\Actor_15\03-01-06-01-01-01-15.wav,0.0152
../dataset/raw_audio\Actor_15\03-01-06-01-01-02-15.wav,0.0291
../dataset/raw_audio\Actor_15\03-01-06-01-02-01-15.wav,0.0282
../dataset/raw_audio\Actor_15\03-01-06-01-02-02-15.wav,0.0214
../dataset/raw_audio\Actor_15\03-01-06-02-01-01-15.wav,0.0261
../dataset/raw_audio\Actor_15\03-01-06-02-01-02-15.wav,0.0149
../dataset/raw_audio\Actor_15\03-01-06-02-02-01-15.wav,0.0142
../dataset/raw_audio\Actor_15\03-01-06-02-02-02-15.wav,0.0150
../dataset/raw_audio\Actor_15\03-01-07-01-01-01-15.wav,0.0140
../dataset/raw_audio\Actor_15\03-01-07-01-01-02-15.wav,0.0161
../dataset/raw_audio\Actor_15\03-01-07-01-02-01-15.wav,0.0171
../dataset/raw_audio\Actor_15\03-01-07-01-02-02-15.wav,0.0147
../dataset/raw_audio\Actor_15\03-01-07-02-01-01-15.wav,0.0151
../dataset/raw_audio\Actor_15\03-01-07-02-01-02-15.wav,0.0129
../dataset/raw_audio\Actor_15\03-01-07-02-02-01-15.wav,0.0152
../dataset/raw_audio\Actor_15\03-01-07-02-02-02-15.wav,0.0130
../dataset/raw_audio\Actor_15\03-01-08-01-01-01-15.wav,0.0148
../dataset/raw_audio\Actor_15\03-01-08-01-01-02-15.wav,0.0155
../dataset/raw_audio\Actor_15\03-01-08-01-02-01-15.wav,0.0150
../dataset/raw_audio\Actor_15\03-01-08-01-02-02-15.wav,0.0137
../dataset/raw_audio\Actor_15\03-01-08-02-01-01-15.wav,0.0130
../dataset/raw_audio\Actor_15\03-01-08-02-01-02-15.wav,0.0131
../dataset/raw_audio\Actor_15\03-01-08-02-02-01-15.wav,0.0143
../dataset/raw_audio\Actor_15\03-01-08-02-02-02-15.wav,0.0140
../dataset/raw_audio\Actor_16\03-01-01-01-01-01-16.wav,0.0148
../dataset/raw_audio\Actor_16\03-01-01-01-01-02-16.wav,0.0267
../dataset/raw_audio\Actor_16\03-01-01-01-02-01-16.wav,0.0185
../dataset/raw_audio\Actor_16\03-01-01-01-02-02-16.wav,0.0123
../dataset/raw_audio\Actor_16\03-01-02-01-01-01-16.wav,0.0140
../dataset/raw_audio\Actor_16\03-01-02-01-01-02-16.wav,0.0145
../dataset/raw_audio\Actor_16\03-01-02-01-02-01-16.wav,0.0147
../dataset/raw_audio\Actor_16\03-01-02-01-02-02-16.wav,0.0162
../dataset/raw_audio\Actor_16\03-01-02-02-01-01-16.wav,0.0201
../dataset/raw_audio\Actor_16\03-01-02-02-01-02-16.wav,0.0194
../dataset/raw_audio\Actor_16\03-01-02-02-02-01-16.wav,0.0188
../dataset/raw_audio\Actor_16\03-01-02-02-02-02-16.wav,0.0182
../dataset/raw_audio\Actor_16\03-01-03-01-01-01-16.wav,0.0173
../dataset/raw_audio\Actor_16\03-01-03-01-01-02-16.wav,0.0146
../dataset/raw_audio\Actor_16\03-01-03-01-02-01-16.wav,0.0130
../dataset/raw_audio\Actor_16\03-01-03-01-02-02-16.wav,0.0147
../dataset/raw_audio\Actor_16\03-01-03-02-01-01-16.wav,0.0140
../dataset/raw_audio\Actor_16\03-01-03-02-01-02-16.wav,0.0130
../dataset/raw_audio\Actor_16\03-01-03-02-02-01-16.wav,0.0130
../dataset/raw_audio\Actor_16\03-01-03-02-02-02-16.wav,0.0140
../dataset/raw_audio\Actor_16\03-01-04-01-01-01-16.wav,0.0141
../dataset/raw_audio\Actor_16\03-01-04-01-01-02-16.wav,0.0140
../dataset/raw_audio\Actor_16\03-01-04-01-02-01-16.wav,0.0120
../dataset/raw_audio\Actor_16\03-01-04-01-02-02-16.wav,0.0161
../dataset/raw_audio\Actor_16\03-01-04-02-01-01-16.wav,0.0149
../dataset/raw_audio\Actor_16\03-01-04-02-01-02-16.wav,0.0194
../dataset/raw_audio\Actor_16\03-01-04-02-02-01-16.wav,0.0192
../dataset/raw_audio\Actor_16\03-01-04-02-02-02-16.wav,0.0194
../dataset/raw_audio\Actor_16\03-01-05-01-01-01-16.wav,0.0180
../dataset/raw_audio\Actor_16\03-01-05-01-01-02-16.wav,0.0232
../dataset/raw_audio\Actor_16\03-01-05-01-02-01-16.wav,0.0233
../dataset/raw_audio\Actor_16\03-01-05-01-02-02-16.wav,0.0186
../dataset/raw_audio\Actor_16\03-01-05-02-01-01-16.wav,0.0383
../dataset/raw_audio\Actor_16\03-01-05-02-01-02-16.wav,0.0223
../dataset/raw_audio\Actor_16\03-01-05-02-02-01-16.wav,0.0198
../dataset/raw_audio\Actor_16\03-01-05-02-02-02-16.wav,0.0221
../dataset/raw_audio\Actor_16\03-01-06-01-01-01-16.wav,0.0159
../dataset/raw_audio\Actor_16\03-01-06-01-01-02-16.wav,0.0222
../dataset/raw_audio\Actor_16\03-01-06-01-02-01-16.wav,0.0436
../dataset/raw_audio\Actor_16\03-01-06-01-02-02-16.wav,0.0277
../dataset/raw_audio\Actor_16\03-01-06-02-01-01-16.wav,0.0312
../dataset/raw_audio\Actor_16\03-01-06-02-01-02-16.wav,0.0246
../dataset/raw_audio\Actor_16\03-01-06-02-02-01-16.wav,0.0255
../dataset/raw_audio\Actor_16\03-01-06-02-02-02-16.wav,0.1180
../dataset/raw_audio\Actor_16\03-01-07-01-01-01-16.wav,0.0619
../dataset/raw_audio\Actor_16\03-01-07-01-01-02-16.wav,0.0478
../dataset/raw_audio\Actor_16\03-01-07-01-02-01-16.wav,0.1096
../dataset/raw_audio\Actor_16\03-01-07-01-02-02-16.wav,0.1328
../dataset/raw_audio\Actor_16\03-01-07-02-01-01-16.wav,0.0353
../dataset/raw_audio\Actor_16\03-01-07-02-01-02-16.wav,0.0350
../dataset/raw_audio\Actor_16\03-01-07-02-02-01-16.wav,0.0250
../dataset/raw_audio\Actor_16\03-01-07-02-02-02-16.wav,0.0230
../dataset/raw_audio\Actor_16\03-01-08-01-01-01-16.wav,0.0170
../dataset/raw_audio\Actor_16\03-01-08-01-01-02-16.wav,0.0200
../dataset/raw_audio\Actor_16\03-01-08-01-02-01-16.wav,0.0149
../dataset/raw_audio\Actor_16\03-01-08-01-02-02-16.wav,0.0182
../dataset/raw_audio\Actor_16\03-01-08-02-01-01-16.wav,0.0180
../dataset/raw_audio\Actor_16\03-01-08-02-01-02-16.wav,0.0185
../dataset/raw_audio\Actor_16\03-01-08-02-02-01-16.wav,0.0171
../dataset/raw_audio\Actor_16\03-01-08-02-02-02-16.wav,0.0197
../dataset/raw_audio\Actor_17\03-01-01-01-01-01-17.wav,0.0192
../dataset/raw_audio\Actor_17\03-01-01-01-01-02-17.wav,0.0190
../dataset/raw_audio\Actor_17\03-01-01-01-02-01-17.wav,0.0210
../dataset/raw_audio\Actor_17\03-01-01-01-02-02-17.wav,0.0190
../dataset/raw_audio\Actor_17\03-01-02-01-01-01-17.wav,0.0205
../dataset/raw_audio\Actor_17\03-01-02-01-01-02-17.wav,0.0212
../dataset/raw_audio\Actor_17\03-01-02-01-02-01-17.wav,0.0182
../dataset/raw_audio\Actor_17\03-01-02-01-02-02-17.wav,0.0214
../dataset/raw_audio\Actor_17\03-01-02-02-01-01-17.wav,0.0210
../dataset/raw_audio\Actor_17\03-01-02-02-01-02-17.wav,0.0211
../dataset/raw_audio\Actor_17\03-01-02-02-02-01-17.wav,0.0188
../dataset/raw_audio\Actor_17\03-01-02-02-02-02-17.wav,0.0213
../dataset/raw_audio\Actor_17\03-01-03-01-01-01-17.wav,0.0193
../dataset/raw_audio\Actor_17\03-01-03-01-01-02-17.wav,0.0150
../dataset/raw_audio\Actor_17\03-01-03-01-02-01-17.wav,0.0174
../dataset/raw_audio\Actor_17\03-01-03-01-02-02-17.wav,0.0182
../dataset/raw_audio\Actor_17\03-01-03-02-01-01-17.wav,0.0163
../dataset/raw_audio\Actor_17\03-01-03-02-01-02-17.wav,0.0170
../dataset/raw_audio\Actor_17\03-01-03-02-02-01-17.wav,0.0165
../dataset/raw_audio\Actor_17\03-01-03-02-02-02-17.wav,0.0230
../dataset/raw_audio\Actor_17\03-01-04-01-01-01-17.wav,0.0177
../dataset/raw_audio\Actor_17\03-01-04-01-01-02-17.wav,0.0171
../dataset/raw_audio\Actor_17\03-01-04-01-02-01-17.wav,0.0164
../dataset/raw_audio\Actor_17\03-01-04-01-02-02-17.wav,0.0188
../dataset/raw_audio\Actor_17\03-01-04-02-01-01-17.wav,0.0131
../dataset/raw_audio\Actor_17\03-01-04-02-01-02-17.wav,0.0242
../dataset/raw_audio\Actor_17\03-01-04-02-02-01-17.wav,0.0331
../dataset/raw_audio\Actor_17\03-01-04-02-02-02-17.wav,0.0390
../dataset/raw_audio\Actor_17\03-01-05-01-01-01-17.wav,0.0230
../dataset/raw_audio\Actor_17\03-01-05-01-01-02-17.wav,0.0241
../dataset/raw_audio\Actor_17\03-01-05-01-02-01-17.wav,0.0156
../dataset/raw_audio\Actor_17\03-01-05-01-02-02-17.wav,0.0183
../dataset/raw_audio\Actor_17\03-01-05-02-01-01-17.wav,0.0186
../dataset/raw_audio\Actor_17\03-01-05-02-01-02-17.wav,0.0201
../dataset/raw_audio\Actor_17\03-01-05-02-02-01-17.wav,0.0163
../dataset/raw_audio\Actor_17\03-01-05-02-02-02-17.wav,0.0195
../dataset/raw_audio\Actor_17\03-01-06-01-01-01-17.wav,0.0176
../dataset/raw_audio\Actor_17\03-01-06-01-01-02-17.wav,0.0210
../dataset/raw_audio\Actor_17\03-01-06-01-02-01-17.wav,0.0170
../dataset/raw_audio\Actor_17\03-01-06-01-02-02-17.wav,0.0176
../dataset/raw_audio\Actor_17\03-01-06-02-01-01-17.wav,0.0200
../dataset/raw_audio\Actor_17\03-01-06-02-01-02-17.wav,0.0209
../dataset/raw_audio\Actor_17\03-01-06-02-02-01-17.wav,0.0191
../dataset/raw_audio\Actor_17\03-01-06-02-02-02-17.wav,0.0190
../dataset/raw_audio\Actor_17\03-01-07-01-01-01-17.wav,0.0192
../dataset/raw_audio\Actor_17\03-01-07-01-01-02-17.wav,0.0180
../dataset/raw_audio\Actor_17\03-01-07-01-02-01-17.wav,0.0183
../dataset/raw_audio\Actor_17\03-01-07-01-02-02-17.wav,0.0180
../dataset/raw_audio\Actor_17\03-01-07-02-01-01-17.wav,0.0212
../dataset/raw_audio\Actor_17\03-01-07-02-01-02-17.wav,0.0211
../dataset/raw_audio\Actor_17\03-01-07-02-02-01-17.wav,0.0207
../dataset/raw_audio\Actor_17\03-01-07-02-02-02-17.wav,0.0230
../dataset/raw_audio\Actor_17\03-01-08-01-01-01-17.wav,0.0170
../dataset/raw_audio\Actor_17\03-01-08-01-01-02-17.wav,0.0190
../dataset/raw_audio\Actor_17\03-01-08-01-02-01-17.wav,0.0204
../dataset/raw_audio\Actor_17\03-01-08-01-02-02-17.wav,0.0188
../dataset/raw_audio\Actor_17\03-01-08-02-01-01-17.wav,0.0208
../dataset/raw_audio\Actor_17\03-01-08-02-01-02-17.wav,0.0237
../dataset/raw_audio\Actor_17\03-01-08-02-02-01-17.wav,0.0191
../dataset/raw_audio\Actor_17\03-01-08-02-02-02-17.wav,0.0190
../dataset/raw_audio\Actor_18\03-01-01-01-01-01-18.wav,0.0180
../dataset/raw_audio\Actor_18\03-01-01-01-01-02-18.wav,0.0179
../dataset/raw_audio\Actor_18\03-01-01-01-02-01-18.wav,0.0175
../dataset/raw_audio\Actor_18\03-01-01-01-02-02-18.wav,0.0200
../dataset/raw_audio\Actor_18\03-01-02-01-01-01-18.wav,0.0190
../dataset/raw_audio\Actor_18\03-01-02-01-01-02-18.wav,0.0161
../dataset/raw_audio\Actor_18\03-01-02-01-02-01-18.wav,0.0199
../dataset/raw_audio\Actor_18\03-01-02-01-02-02-18.wav,0.0157
../dataset/raw_audio\Actor_18\03-01-02-02-01-01-18.wav,0.0186
../dataset/raw_audio\Actor_18\03-01-02-02-01-02-18.wav,0.0180
../dataset/raw_audio\Actor_18\03-01-02-02-02-01-18.wav,0.0185
../dataset/raw_audio\Actor_18\03-01-02-02-02-02-18.wav,0.0185
../dataset/raw_audio\Actor_18\03-01-03-01-01-01-18.wav,0.0180
../dataset/raw_audio\Actor_18\03-01-03-01-01-02-18.wav,0.0191
../dataset/raw_audio\Actor_18\03-01-03-01-02-01-18.wav,0.0170
../dataset/raw_audio\Actor_18\03-01-03-01-02-02-18.wav,0.0188
../dataset/raw_audio\Actor_18\03-01-03-02-01-01-18.wav,0.0209
../dataset/raw_audio\Actor_18\03-01-03-02-01-02-18.wav,0.0191
../dataset/raw_audio\Actor_18\03-01-03-02-02-01-18.wav,0.0190
../dataset/raw_audio\Actor_18\03-01-03-02-02-02-18.wav,0.0190
../dataset/raw_audio\Actor_18\03-01-04-01-01-01-18.wav,0.0192
../dataset/raw_audio\Actor_18\03-01-04-01-01-02-18.wav,0.0185
../dataset/raw_audio\Actor_18\03-01-04-01-02-01-18.wav,0.0212
../dataset/raw_audio\Actor_18\03-01-04-01-02-02-18.wav,0.0200
../dataset/raw_audio\Actor_18\03-01-04-02-01-01-18.wav,0.0192
../dataset/raw_audio\Actor_18\03-01-04-02-01-02-18.wav,0.0181
../dataset/raw_audio\Actor_18\03-01-04-02-02-01-18.wav,0.0226
../dataset/raw_audio\Actor_18\03-01-04-02-02-02-18.wav,0.0181
../dataset/raw_audio\Actor_18\03-01-05-01-01-01-18.wav,0.0211
../dataset/raw_audio\Actor_18\03-01-05-01-01-02-18.wav,0.0180
../dataset/raw_audio\Actor_18\03-01-05-01-02-01-18.wav,0.0178
../dataset/raw_audio\Actor_18\03-01-05-01-02-02-18.wav,0.0182
../dataset/raw_audio\Actor_18\03-01-05-02-01-01-18.wav,0.0170
../dataset/raw_audio\Actor_18\03-01-05-02-01-02-18.wav,0.0224
../dataset/raw_audio\Actor_18\03-01-05-02-02-01-18.wav,0.0211
../dataset/raw_audio\Actor_18\03-01-05-02-02-02-18.wav,0.0216
../dataset/raw_audio\Actor_18\03-01-06-01-01-01-18.wav,0.0161
../dataset/raw_audio\Actor_18\03-01-06-01-01-02-18.wav,0.0211
../dataset/raw_audio\Actor_18\03-01-06-01-02-01-18.wav,0.0225
../dataset/raw_audio\Actor_18\03-01-06-01-02-02-18.wav,0.0200
../dataset/raw_audio\Actor_18\03-01-06-02-01-01-18.wav,0.0231
../dataset/raw_audio\Actor_18\03-01-06-02-01-02-18.wav,0.0197
../dataset/raw_audio\Actor_18\03-01-06-02-02-01-18.wav,0.0220
../dataset/raw_audio\Actor_18\03-01-06-02-02-02-18.wav,0.0201
../dataset/raw_audio\Actor_18\03-01-07-01-01-01-18.wav,0.0211
../dataset/raw_audio\Actor_18\03-01-07-01-01-02-18.wav,0.0193
../dataset/raw_audio\Actor_18\03-01-07-01-02-01-18.wav,0.0181
../dataset/raw_audio\Actor_18\03-01-07-01-02-02-18.wav,0.0200
../dataset/raw_audio\Actor_18\03-01-07-02-01-01-18.wav,0.0198
../dataset/raw_audio\Actor_18\03-01-07-02-01-02-18.wav,0.0245
../dataset/raw_audio\Actor_18\03-01-07-02-02-01-18.wav,0.0233
../dataset/raw_audio\Actor_18\03-01-07-02-02-02-18.wav,0.0261
../dataset/raw_audio\Actor_18\03-01-08-01-01-01-18.wav,0.0151
../dataset/raw_audio\Actor_18\03-01-08-01-01-02-18.wav,0.0201
../dataset/raw_audio\Actor_18\03-01-08-01-02-01-18.wav,0.0196
../dataset/raw_audio\Actor_18\03-01-08-01-02-02-18.wav,0.0200
../dataset/raw_audio\Actor_18\03-01-08-02-01-01-18.wav,0.0201
../dataset/raw_audio\Actor_18\03-01-08-02-01-02-18.wav,0.0201
../dataset/raw_audio\Actor_18\03-01-08-02-02-01-18.wav,0.0214
../dataset/raw_audio\Actor_18\03-01-08-02-02-02-18.wav,0.0191
../dataset/raw_audio\Actor_19\03-01-01-01-01-01-19.wav,0.0200
../dataset/raw_audio\Actor_19\03-01-01-01-01-02-19.wav,0.0145
../dataset/raw_audio\Actor_19\03-01-01-01-02-01-19.wav,0.0135
../dataset/raw_audio\Actor_19\03-01-01-01-02-02-19.wav,0.0200
../dataset/raw_audio\Actor_19\03-01-02-01-01-01-19.wav,0.0181
../dataset/raw_audio\Actor_19\03-01-02-01-01-02-19.wav,0.0201
../dataset/raw_audio\Actor_19\03-01-02-01-02-01-19.wav,0.0210
../dataset/raw_audio\Actor_19\03-01-02-01-02-02-19.wav,0.0201
../dataset/raw_audio\Actor_19\03-01-02-02-01-01-19.wav,0.0210
../dataset/raw_audio\Actor_19\03-01-02-02-01-02-19.wav,0.0174
../dataset/raw_audio\Actor_19\03-01-02-02-02-01-19.wav,0.0177
../dataset/raw_audio\Actor_19\03-01-02-02-02-02-19.wav,0.0230
../dataset/raw_audio\Actor_19\03-01-03-01-01-01-19.wav,0.0210
../dataset/raw_audio\Actor_19\03-01-03-01-01-02-19.wav,0.0215
../dataset/raw_audio\Actor_19\03-01-03-01-02-01-19.wav,0.0215
../dataset/raw_audio\Actor_19\03-01-03-01-02-02-19.wav,0.0181
../dataset/raw_audio\Actor_19\03-01-03-02-01-01-19.wav,0.0155
../dataset/raw_audio\Actor_19\03-01-03-02-01-02-19.wav,0.0148
../dataset/raw_audio\Actor_19\03-01-03-02-02-01-19.wav,0.0271
../dataset/raw_audio\Actor_19\03-01-03-02-02-02-19.wav,0.0235
../dataset/raw_audio\Actor_19\03-01-04-01-01-01-19.wav,0.0193
../dataset/raw_audio\Actor_19\03-01-04-01-01-02-19.wav,0.0286
../dataset/raw_audio\Actor_19\03-01-04-01-02-01-19.wav,0.0161
../dataset/raw_audio\Actor_19\03-01-04-01-02-02-19.wav,0.0142
../dataset/raw_audio\Actor_19\03-01-04-02-01-01-19.wav,0.0160
../dataset/raw_audio\Actor_19\03-01-04-02-01-02-19.wav,0.0148
../dataset/raw_audio\Actor_19\03-01-04-02-02-01-19.wav,0.0155
../dataset/raw_audio\Actor_19\03-01-04-02-02-02-19.wav,0.0161
../dataset/raw_audio\Actor_19\03-01-05-01-01-01-19.wav,0.0162
../dataset/raw_audio\Actor_19\03-01-05-01-01-02-19.wav,0.0161
../dataset/raw_audio\Actor_19\03-01-05-01-02-01-19.wav,0.0216
../dataset/raw_audio\Actor_19\03-01-05-01-02-02-19.wav,0.0191
../dataset/raw_audio\Actor_19\03-01-05-02-01-01-19.wav,0.0195
../dataset/raw_audio\Actor_19\03-01-05-02-01-02-19.wav,0.0216
../dataset/raw_audio\Actor_19\03-01-05-02-02-01-19.wav,0.0176
../dataset/raw_audio\Actor_19\03-01-05-02-02-02-19.wav,0.0174
../dataset/raw_audio\Actor_19\03-01-06-01-01-01-19.wav,0.0154
../dataset/raw_audio\Actor_19\03-01-06-01-01-02-19.wav,0.0166
../dataset/raw_audio\Actor_19\03-01-06-01-02-01-19.wav,0.0180
../dataset/raw_audio\Actor_19\03-01-06-01-02-02-19.wav,0.0166
../dataset/raw_audio\Actor_19\03-01-06-02-01-01-19.wav,0.0165
../dataset/raw_audio\Actor_19\03-01-06-02-01-02-19.wav,0.0220
../dataset/raw_audio\Actor_19\03-01-06-02-02-01-19.wav,0.0132
../dataset/raw_audio\Actor_19\03-01-06-02-02-02-19.wav,0.0170
../dataset/raw_audio\Actor_19\03-01-07-01-01-01-19.wav,0.0180
../dataset/raw_audio\Actor_19\03-01-07-01-01-02-19.wav,0.0160
../dataset/raw_audio\Actor_19\03-01-07-01-02-01-19.wav,0.0145
../dataset/raw_audio\Actor_19\03-01-07-01-02-02-19.wav,0.0146
../dataset/raw_audio\Actor_19\03-01-07-02-01-01-19.wav,0.0223
../dataset/raw_audio\Actor_19\03-01-07-02-01-02-19.wav,0.0240
../dataset/raw_audio\Actor_19\03-01-07-02-02-01-19.wav,0.0225
../dataset/raw_audio\Actor_19\03-01-07-02-02-02-19.wav,0.0214
../dataset/raw_audio\Actor_19\03-01-08-01-01-01-19.wav,0.0157
../dataset/raw_audio\Actor_19\03-01-08-01-01-02-19.wav,0.0150
../dataset/raw_audio\Actor_19\03-01-08-01-02-01-19.wav,0.0161
../dataset/raw_audio\Actor_19\03-01-08-01-02-02-19.wav,0.0145
../dataset/raw_audio\Actor_19\03-01-08-02-01-01-19.wav,0.0143
../dataset/raw_audio\Actor_19\03-01-08-02-01-02-19.wav,0.0160
../dataset/raw_audio\Actor_19\03-01-08-02-02-01-19.wav,0.0136
../dataset/raw_audio\Actor_19\03-01-08-02-02-02-19.wav,0.0135
../dataset/raw_audio\Actor_20\03-01-01-01-01-01-20.wav,0.0150
../dataset/raw_audio\Actor_20\03-01-01-01-01-02-20.wav,0.0130
../dataset/raw_audio\Actor_20\03-01-01-01-02-01-20.wav,0.0155
../dataset/raw_audio\Actor_20\03-01-01-01-02-02-20.wav,0.0170
../dataset/raw_audio\Actor_20\03-01-02-01-01-01-20.wav,0.0201
../dataset/raw_audio\Actor_20\03-01-02-01-01-02-20.wav,0.0180
../dataset/raw_audio\Actor_20\03-01-02-01-02-01-20.wav,0.0159
../dataset/raw_audio\Actor_20\03-01-02-01-02-02-20.wav,0.0170
../dataset/raw_audio\Actor_20\03-01-02-02-01-01-20.wav,0.0218
../dataset/raw_audio\Actor_20\03-01-02-02-01-02-20.wav,0.0221
../dataset/raw_audio\Actor_20\03-01-02-02-02-01-20.wav,0.0238
