Filename,MFCC_Extraction_Time_s
../dataset/raw_audio\Actor_20\03-01-02-02-02-02-20.wav,0.0216
../dataset/raw_audio\Actor_20\03-01-03-01-01-01-20.wav,0.0150
../dataset/raw_audio\Actor_20\03-01-03-01-01-02-20.wav,0.0163
../dataset/raw_audio\Actor_20\03-01-03-01-02-01-20.wav,0.0165
../dataset/raw_audio\Actor_20\03-01-03-01-02-02-20.wav,0.0145
../dataset/raw_audio\Actor_20\03-01-03-02-01-01-20.wav,0.0155
../dataset/raw_audio\Actor_20\03-01-03-02-01-02-20.wav,0.0163
../dataset/raw_audio\Actor_20\03-01-03-02-02-01-20.wav,0.0146
../dataset/raw_audio\Actor_20\03-01-03-02-02-02-20.wav,0.0171
../dataset/raw_audio\Actor_20\03-01-04-01-01-01-20.wav,0.0170
../dataset/raw_audio\Actor_20\03-01-04-01-01-02-20.wav,0.0160
../dataset/raw_audio\Actor_20\03-01-04-01-02-01-20.wav,0.0182
../dataset/raw_audio\Actor_20\03-01-04-01-02-02-20.wav,0.0140
../dataset/raw_audio\Actor_20\03-01-04-02-01-01-20.wav,0.0160
../dataset/raw_audio\Actor_20\03-01-04-02-01-02-20.wav,0.0210
../dataset/raw_audio\Actor_20\03-01-04-02-02-01-20.wav,0.0210
../dataset/raw_audio\Actor_20\03-01-04-02-02-02-20.wav,0.0179
../dataset/raw_audio\Actor_20\03-01-05-01-01-01-20.wav,0.0150
../dataset/raw_audio\Actor_20\03-01-05-01-01-02-20.wav,0.0150
../dataset/raw_audio\Actor_20\03-01-05-01-02-01-20.wav,0.0143
../dataset/raw_audio\Actor_20\03-01-05-01-02-02-20.wav,0.0160
../dataset/raw_audio\Actor_20\03-01-05-02-01-01-20.wav,0.0147
../dataset/raw_audio\Actor_20\03-01-05-02-01-02-20.wav,0.0164
../dataset/raw_audio\Actor_20\03-01-05-02-02-01-20.wav,0.0170
../dataset/raw_audio\Actor_20\03-01-05-02-02-02-20.wav,0.0139
../dataset/raw_audio\Actor_20\03-01-06-01-01-01-20.wav,0.0181
../dataset/raw_audio\Actor_20\03-01-06-01-01-02-20.wav,0.0167
../dataset/raw_audio\Actor_20\03-01-06-01-02-01-20.wav,0.0173
../dataset/raw_audio\Actor_20\03-01-06-01-02-02-20.wav,0.0150
../dataset/raw_audio\Actor_20\03-01-06-02-01-01-20.wav,0.0160
../dataset/raw_audio\Actor_20\03-01-06-02-01-02-20.wav,0.0171
../dataset/raw_audio\Actor_20\03-01-06-02-02-01-20.wav,0.0186
../dataset/raw_audio\Actor_20\03-01-06-02-02-02-20.wav,0.0180
../dataset/raw_audio\Actor_20\03-01-07-01-01-01-20.wav,0.0185
../dataset/raw_audio\Actor_20\03-01-07-01-01-02-20.wav,0.0145
../dataset/raw_audio\Actor_20\03-01-07-01-02-01-20.wav,0.0162
../dataset/raw_audio\Actor_20\03-01-07-01-02-02-20.wav,0.0155
../dataset/raw_audio\Actor_20\03-01-07-02-01-01-20.wav,0.0135
../dataset/raw_audio\Actor_20\03-01-07-02-01-02-20.wav,0.0170
../dataset/raw_audio\Actor_20\03-01-07-02-02-01-20.wav,0.0200
../dataset/raw_audio\Actor_20\03-01-07-02-02-02-20.wav,0.0175
../dataset/raw_audio\Actor_20\03-01-08-01-01-01-20.wav,0.0144
../dataset/raw_audio\Actor_20\03-01-08-01-01-02-20.wav,0.0150
../dataset/raw_audio\Actor_20\03-01-08-01-02-01-20.wav,0.0136
../dataset/raw_audio\Actor_20\03-01-08-01-02-02-20.wav,0.0161
../dataset/raw_audio\Actor_20\03-01-08-02-01-01-20.wav,0.0135
../dataset/raw_audio\Actor_20\03-01-08-02-01-02-20.wav,0.0154
../dataset/raw_audio\Actor_20\03-01-08-02-02-01-20.wav,0.0140
../dataset/raw_audio\Actor_20\03-01-08-02-02-02-20.wav,0.0150
../dataset/raw_audio\Actor_21\03-01-01-01-01-01-21.wav,0.0147
../dataset/raw_audio\Actor_21\03-01-01-01-01-02-21.wav,0.0170
../dataset/raw_audio\Actor_21\03-01-01-01-02-01-21.wav,0.0250
../dataset/raw_audio\Actor_21\03-01-01-01-02-02-21.wav,0.0170
../dataset/raw_audio\Actor_21\03-01-02-01-01-01-21.wav,0.0184
../dataset/raw_audio\Actor_21\03-01-02-01-01-02-21.wav,0.0147
../dataset/raw_audio\Actor_21\03-01-02-01-02-01-21.wav,0.0194
../dataset/raw_audio\Actor_21\03-01-02-01-02-02-21.wav,0.0160
../dataset/raw_audio\Actor_21\03-01-02-02-01-01-21.wav,0.0149
../dataset/raw_audio\Actor_21\03-01-02-02-01-02-21.wav,0.0162
../dataset/raw_audio\Actor_21\03-01-02-02-02-01-21.wav,0.0160
../dataset/raw_audio\Actor_21\03-01-02-02-02-02-21.wav,0.0165
../dataset/raw_audio\Actor_21\03-01-03-01-01-01-21.wav,0.0160
../dataset/raw_audio\Actor_21\03-01-03-01-01-02-21.wav,0.0196
../dataset/raw_audio\Actor_21\03-01-03-01-02-01-21.wav,0.0387
../dataset/raw_audio\Actor_21\03-01-03-01-02-02-21.wav,0.0205
../dataset/raw_audio\Actor_21\03-01-03-02-01-01-21.wav,0.0166
../dataset/raw_audio\Actor_21\03-01-03-02-01-02-21.wav,0.0184
../dataset/raw_audio\Actor_21\03-01-03-02-02-01-21.wav,0.0200
../dataset/raw_audio\Actor_21\03-01-03-02-02-02-21.wav,0.0185
../dataset/raw_audio\Actor_21\03-01-04-01-01-01-21.wav,0.0252
../dataset/raw_audio\Actor_21\03-01-04-01-01-02-21.wav,0.0200
../dataset/raw_audio\Actor_21\03-01-04-01-02-01-21.wav,0.0180
../dataset/raw_audio\Actor_21\03-01-04-01-02-02-21.wav,0.0136
../dataset/raw_audio\Actor_21\03-01-04-02-01-01-21.wav,0.0170
../dataset/raw_audio\Actor_21\03-01-04-02-01-02-21.wav,0.0160
../dataset/raw_audio\Actor_21\03-01-04-02-02-01-21.wav,0.0160
../dataset/raw_audio\Actor_21\03-01-04-02-02-02-21.wav,0.0165
../dataset/raw_audio\Actor_21\03-01-05-01-01-01-21.wav,0.0251
../dataset/raw_audio\Actor_21\03-01-05-01-01-02-21.wav,0.0241
../dataset/raw_audio\Actor_21\03-01-05-01-02-01-21.wav,0.0350
../dataset/raw_audio\Actor_21\03-01-05-01-02-02-21.wav,0.0257
../dataset/raw_audio\Actor_21\03-01-05-02-01-01-21.wav,0.0290
../dataset/raw_audio\Actor_21\03-01-05-02-01-02-21.wav,0.0306
../dataset/raw_audio\Actor_21\03-01-05-02-02-01-21.wav,0.0150
../dataset/raw_audio\Actor_21\03-01-05-02-02-02-21.wav,0.0160
../dataset/raw_audio\Actor_21\03-01-06-01-01-01-21.wav,0.0151
../dataset/raw_audio\Actor_21\03-01-06-01-01-02-21.wav,0.0140
../dataset/raw_audio\Actor_21\03-01-06-01-02-01-21.wav,0.0160
../dataset/raw_audio\Actor_21\03-01-06-01-02-02-21.wav,0.0160
../dataset/raw_audio\Actor_21\03-01-06-02-01-01-21.wav,0.0150
../dataset/raw_audio\Actor_21\03-01-06-02-01-02-21.wav,0.0140
../dataset/raw_audio\Actor_21\03-01-06-02-02-01-21.wav,0.0150
../dataset/raw_audio\Actor_21\03-01-06-02-02-02-21.wav,0.0150
../dataset/raw_audio\Actor_21\03-01-07-01-01-01-21.wav,0.0190
../dataset/raw_audio\Actor_21\03-01-07-01-01-02-21.wav,0.0345
../dataset/raw_audio\Actor_21\03-01-07-01-02-01-21.wav,0.0402
../dataset/raw_audio\Actor_21\03-01-07-01-02-02-21.wav,0.0320
../dataset/raw_audio\Actor_21\03-01-07-02-01-01-21.wav,0.0370
../dataset/raw_audio\Actor_21\03-01-07-02-01-02-21.wav,0.0211
../dataset/raw_audio\Actor_21\03-01-07-02-02-01-21.wav,0.0193
../dataset/raw_audio\Actor_21\03-01-07-02-02-02-21.wav,0.0203
../dataset/raw_audio\Actor_21\03-01-08-01-01-01-21.wav,0.0165
../dataset/raw_audio\Actor_21\03-01-08-01-01-02-21.wav,0.0222
../dataset/raw_audio\Actor_21\03-01-08-01-02-01-21.wav,0.0250
../dataset/raw_audio\Actor_21\03-01-08-01-02-02-21.wav,0.0180
../dataset/raw_audio\Actor_21\03-01-08-02-01-01-21.wav,0.0161
../dataset/raw_audio\Actor_21\03-01-08-02-01-02-21.wav,0.0175
../dataset/raw_audio\Actor_21\03-01-08-02-02-01-21.wav,0.0170
../dataset/raw_audio\Actor_21\03-01-08-02-02-02-21.wav,0.0171
../dataset/raw_audio\Actor_22\03-01-01-01-01-01-22.wav,0.0160
../dataset/raw_audio\Actor_22\03-01-01-01-01-02-22.wav,0.0158
../dataset/raw_audio\Actor_22\03-01-01-01-02-01-22.wav,0.0160
../dataset/raw_audio\Actor_22\03-01-01-01-02-02-22.wav,0.0140
../dataset/raw_audio\Actor_22\03-01-02-01-01-01-22.wav,0.0161
../dataset/raw_audio\Actor_22\03-01-02-01-01-02-22.wav,0.0325
../dataset/raw_audio\Actor_22\03-01-02-01-02-01-22.wav,0.0340
../dataset/raw_audio\Actor_22\03-01-02-01-02-02-22.wav,0.0205
../dataset/raw_audio\Actor_22\03-01-02-02-01-01-22.wav,0.0173
../dataset/raw_audio\Actor_22\03-01-02-02-01-02-22.wav,0.0180
../dataset/raw_audio\Actor_22\03-01-02-02-02-01-22.wav,0.0190
../dataset/raw_audio\Actor_22\03-01-02-02-02-02-22.wav,0.0195
../dataset/raw_audio\Actor_22\03-01-03-01-01-01-22.wav,0.0200
../dataset/raw_audio\Actor_22\03-01-03-01-01-02-22.wav,0.0180
../dataset/raw_audio\Actor_22\03-01-03-01-02-01-22.wav,0.0190
../dataset/raw_audio\Actor_22\03-01-03-01-02-02-22.wav,0.0180
../dataset/raw_audio\Actor_22\03-01-03-02-01-01-22.wav,0.0133
../dataset/raw_audio\Actor_22\03-01-03-02-01-02-22.wav,0.0154
../dataset/raw_audio\Actor_22\03-01-03-02-02-01-22.wav,0.0171
../dataset/raw_audio\Actor_22\03-01-03-02-02-02-22.wav,0.0185
../dataset/raw_audio\Actor_22\03-01-04-01-01-01-22.wav,0.0185
../dataset/raw_audio\Actor_22\03-01-04-01-01-02-22.wav,0.0182
../dataset/raw_audio\Actor_22\03-01-04-01-02-01-22.wav,0.0200
../dataset/raw_audio\Actor_22\03-01-04-01-02-02-22.wav,0.0205
../dataset/raw_audio\Actor_22\03-01-04-02-01-01-22.wav,0.0200
../dataset/raw_audio\Actor_22\03-01-04-02-01-02-22.wav,0.0171
../dataset/raw_audio\Actor_22\03-01-04-02-02-01-22.wav,0.0200
../dataset/raw_audio\Actor_22\03-01-04-02-02-02-22.wav,0.0209
../dataset/raw_audio\Actor_22\03-01-05-01-01-01-22.wav,0.0144
../dataset/raw_audio\Actor_22\03-01-05-01-01-02-22.wav,0.0191
../dataset/raw_audio\Actor_22\03-01-05-01-02-01-22.wav,0.0199
../dataset/raw_audio\Actor_22\03-01-05-01-02-02-22.wav,0.0165
../dataset/raw_audio\Actor_22\03-01-05-02-01-01-22.wav,0.0216
../dataset/raw_audio\Actor_22\03-01-05-02-01-02-22.wav,0.0215
../dataset/raw_audio\Actor_22\03-01-05-02-02-01-22.wav,0.0234
../dataset/raw_audio\Actor_22\03-01-05-02-02-02-22.wav,0.0216
../dataset/raw_audio\Actor_22\03-01-06-01-01-01-22.wav,0.0170
../dataset/raw_audio\Actor_22\03-01-06-01-01-02-22.wav,0.0196
../dataset/raw_audio\Actor_22\03-01-06-01-02-01-22.wav,0.0220
../dataset/raw_audio\Actor_22\03-01-06-01-02-02-22.wav,0.0176
../dataset/raw_audio\Actor_22\03-01-06-02-01-01-22.wav,0.0171
../dataset/raw_audio\Actor_22\03-01-06-02-01-02-22.wav,0.0202
../dataset/raw_audio\Actor_22\03-01-06-02-02-01-22.wav,0.0205
../dataset/raw_audio\Actor_22\03-01-06-02-02-02-22.wav,0.0161
../dataset/raw_audio\Actor_22\03-01-07-01-01-01-22.wav,0.0213
../dataset/raw_audio\Actor_22\03-01-07-01-01-02-22.wav,0.0178
../dataset/raw_audio\Actor_22\03-01-07-01-02-01-22.wav,0.0209
../dataset/raw_audio\Actor_22\03-01-07-01-02-02-22.wav,0.0207
../dataset/raw_audio\Actor_22\03-01-07-02-01-01-22.wav,0.0240
../dataset/raw_audio\Actor_22\03-01-07-02-01-02-22.wav,0.0200
../dataset/raw_audio\Actor_22\03-01-07-02-02-01-22.wav,0.0210
../dataset/raw_audio\Actor_22\03-01-07-02-02-02-22.wav,0.0190
../dataset/raw_audio\Actor_22\03-01-08-01-01-01-22.wav,0.0186
../dataset/raw_audio\Actor_22\03-01-08-01-01-02-22.wav,0.0181
../dataset/raw_audio\Actor_22\03-01-08-01-02-01-22.wav,0.0190
../dataset/raw_audio\Actor_22\03-01-08-01-02-02-22.wav,0.0190
../dataset/raw_audio\Actor_22\03-01-08-02-01-01-22.wav,0.0185
../dataset/raw_audio\Actor_22\03-01-08-02-01-02-22.wav,0.0215
../dataset/raw_audio\Actor_22\03-01-08-02-02-01-22.wav,0.0194
../dataset/raw_audio\Actor_22\03-01-08-02-02-02-22.wav,0.0166
../dataset/raw_audio\Actor_23\03-01-01-01-01-01-23.wav,0.0164
../dataset/raw_audio\Actor_23\03-01-01-01-01-02-23.wav,0.0187
../dataset/raw_audio\Actor_23\03-01-01-01-02-01-23.wav,0.0191
../dataset/raw_audio\Actor_23\03-01-01-01-02-02-23.wav,0.0181
../dataset/raw_audio\Actor_23\03-01-02-01-01-01-23.wav,0.0205
../dataset/raw_audio\Actor_23\03-01-02-01-01-02-23.wav,0.0190
../dataset/raw_audio\Actor_23\03-01-02-01-02-01-23.wav,0.0195
../dataset/raw_audio\Actor_23\03-01-02-01-02-02-23.wav,0.0193
../dataset/raw_audio\Actor_23\03-01-02-02-01-01-23.wav,0.0159
../dataset/raw_audio\Actor_23\03-01-02-02-01-02-23.wav,0.0180
../dataset/raw_audio\Actor_23\03-01-02-02-02-01-23.wav,0.0166
../dataset/raw_audio\Actor_23\03-01-02-02-02-02-23.wav,0.0180
../dataset/raw_audio\Actor_23\03-01-03-01-01-01-23.wav,0.0141
../dataset/raw_audio\Actor_23\03-01-03-01-01-02-23.wav,0.0135
../dataset/raw_audio\Actor_23\03-01-03-01-02-01-23.wav,0.0151
../dataset/raw_audio\Actor_23\03-01-03-01-02-02-23.wav,0.0160
../dataset/raw_audio\Actor_23\03-01-03-02-01-01-23.wav,0.0175
../dataset/raw_audio\Actor_23\03-01-03-02-01-02-23.wav,0.0200
../dataset/raw_audio\Actor_23\03-01-03-02-02-01-23.wav,0.0230
../dataset/raw_audio\Actor_23\03-01-03-02-02-02-23.wav,0.0215
../dataset/raw_audio\Actor_23\03-01-04-01-01-01-23.wav,0.0205
../dataset/raw_audio\Actor_23\03-01-04-01-01-02-23.wav,0.0196
../dataset/raw_audio\Actor_23\03-01-04-01-02-01-23.wav,0.0150
../dataset/raw_audio\Actor_23\03-01-04-01-02-02-23.wav,0.0150
../dataset/raw_audio\Actor_23\03-01-04-02-01-01-23.wav,0.0160
../dataset/raw_audio\Actor_23\03-01-04-02-01-02-23.wav,0.0202
../dataset/raw_audio\Actor_23\03-01-04-02-02-01-23.wav,0.0178
../dataset/raw_audio\Actor_23\03-01-04-02-02-02-23.wav,0.0282
../dataset/raw_audio\Actor_23\03-01-05-01-01-01-23.wav,0.0174
../dataset/raw_audio\Actor_23\03-01-05-01-01-02-23.wav,0.0145
../dataset/raw_audio\Actor_23\03-01-05-01-02-01-23.wav,0.0130
../dataset/raw_audio\Actor_23\03-01-05-01-02-02-23.wav,0.0181
../dataset/raw_audio\Actor_23\03-01-05-02-01-01-23.wav,0.0154
../dataset/raw_audio\Actor_23\03-01-05-02-01-02-23.wav,0.0160
../dataset/raw_audio\Actor_23\03-01-05-02-02-01-23.wav,0.0150
../dataset/raw_audio\Actor_23\03-01-05-02-02-02-23.wav,0.0160
../dataset/raw_audio\Actor_23\03-01-06-01-01-01-23.wav,0.0147
../dataset/raw_audio\Actor_23\03-01-06-01-01-02-23.wav,0.0145
../dataset/raw_audio\Actor_23\03-01-06-01-02-01-23.wav,0.0120
../dataset/raw_audio\Actor_23\03-01-06-01-02-02-23.wav,0.0137
../dataset/raw_audio\Actor_23\03-01-06-02-01-01-23.wav,0.0160
../dataset/raw_audio\Actor_23\03-01-06-02-01-02-23.wav,0.0140
../dataset/raw_audio\Actor_23\03-01-06-02-02-01-23.wav,0.0175
../dataset/raw_audio\Actor_23\03-01-06-02-02-02-23.wav,0.0170
../dataset/raw_audio\Actor_23\03-01-07-01-01-01-23.wav,0.0130
../dataset/raw_audio\Actor_23\03-01-07-01-01-02-23.wav,0.0157
../dataset/raw_audio\Actor_23\03-01-07-01-02-01-23.wav,0.0130
../dataset/raw_audio\Actor_23\03-01-07-01-02-02-23.wav,0.0160
../dataset/raw_audio\Actor_23\03-01-07-02-01-01-23.wav,0.0180
../dataset/raw_audio\Actor_23\03-01-07-02-01-02-23.wav,0.0150
../dataset/raw_audio\Actor_23\03-01-07-02-02-01-23.wav,0.0180
../dataset/raw_audio\Actor_23\03-01-07-02-02-02-23.wav,0.0165
../dataset/raw_audio\Actor_23\03-01-08-01-01-01-23.wav,0.0161
../dataset/raw_audio\Actor_23\03-01-08-01-01-02-23.wav,0.0179
../dataset/raw_audio\Actor_23\03-01-08-01-02-01-23.wav,0.0200
../dataset/raw_audio\Actor_23\03-01-08-01-02-02-23.wav,0.0186
../dataset/raw_audio\Actor_23\03-01-08-02-01-01-23.wav,0.0141
../dataset/raw_audio\Actor_23\03-01-08-02-01-02-23.wav,0.0136
../dataset/raw_audio\Actor_23\03-01-08-02-02-01-23.wav,0.0131
../dataset/raw_audio\Actor_23\03-01-08-02-02-02-23.wav,0.0126
../dataset/raw_audio\Actor_24\03-01-01-01-01-01-24.wav,0.0140
../dataset/raw_audio\Actor_24\03-01-01-01-01-02-24.wav,0.0143
../dataset/raw_audio\Actor_24\03-01-01-01-02-01-24.wav,0.0155
../dataset/raw_audio\Actor_24\03-01-01-01-02-02-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-02-01-01-01-24.wav,0.0161
../dataset/raw_audio\Actor_24\03-01-02-01-01-02-24.wav,0.0140
../dataset/raw_audio\Actor_24\03-01-02-01-02-01-24.wav,0.0204
../dataset/raw_audio\Actor_24\03-01-02-01-02-02-24.wav,0.0273
../dataset/raw_audio\Actor_24\03-01-02-02-01-01-24.wav,0.0330
../dataset/raw_audio\Actor_24\03-01-02-02-01-02-24.wav,0.0190
../dataset/raw_audio\Actor_24\03-01-02-02-02-01-24.wav,0.0164
../dataset/raw_audio\Actor_24\03-01-02-02-02-02-24.wav,0.0150
../dataset/raw_audio\Actor_24\03-01-03-01-01-01-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-03-01-01-02-24.wav,0.0170
../dataset/raw_audio\Actor_24\03-01-03-01-02-01-24.wav,0.0150
../dataset/raw_audio\Actor_24\03-01-03-01-02-02-24.wav,0.0240
../dataset/raw_audio\Actor_24\03-01-03-02-01-01-24.wav,0.0270
../dataset/raw_audio\Actor_24\03-01-03-02-01-02-24.wav,0.0236
../dataset/raw_audio\Actor_24\03-01-03-02-02-01-24.wav,0.0162
../dataset/raw_audio\Actor_24\03-01-03-02-02-02-24.wav,0.0150
../dataset/raw_audio\Actor_24\03-01-04-01-01-01-24.wav,0.0170
../dataset/raw_audio\Actor_24\03-01-04-01-01-02-24.wav,0.0155
../dataset/raw_audio\Actor_24\03-01-04-01-02-01-24.wav,0.0162
../dataset/raw_audio\Actor_24\03-01-04-01-02-02-24.wav,0.0175
../dataset/raw_audio\Actor_24\03-01-04-02-01-01-24.wav,0.0174
../dataset/raw_audio\Actor_24\03-01-04-02-01-02-24.wav,0.0170
../dataset/raw_audio\Actor_24\03-01-04-02-02-01-24.wav,0.0165
../dataset/raw_audio\Actor_24\03-01-04-02-02-02-24.wav,0.0180
../dataset/raw_audio\Actor_24\03-01-05-01-01-01-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-05-01-01-02-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-05-01-02-01-24.wav,0.0154
../dataset/raw_audio\Actor_24\03-01-05-01-02-02-24.wav,0.0184
../dataset/raw_audio\Actor_24\03-01-05-02-01-01-24.wav,0.0180
../dataset/raw_audio\Actor_24\03-01-05-02-01-02-24.wav,0.0180
../dataset/raw_audio\Actor_24\03-01-05-02-02-01-24.wav,0.0184
../dataset/raw_audio\Actor_24\03-01-05-02-02-02-24.wav,0.0195
../dataset/raw_audio\Actor_24\03-01-06-01-01-01-24.wav,0.0190
../dataset/raw_audio\Actor_24\03-01-06-01-01-02-24.wav,0.0170
../dataset/raw_audio\Actor_24\03-01-06-01-02-01-24.wav,0.0170
../dataset/raw_audio\Actor_24\03-01-06-01-02-02-24.wav,0.0170
../dataset/raw_audio\Actor_24\03-01-06-02-01-01-24.wav,0.0170
../dataset/raw_audio\Actor_24\03-01-06-02-01-02-24.wav,0.0155
../dataset/raw_audio\Actor_24\03-01-06-02-02-01-24.wav,0.0142
../dataset/raw_audio\Actor_24\03-01-06-02-02-02-24.wav,0.0166
../dataset/raw_audio\Actor_24\03-01-07-01-01-01-24.wav,0.0165
../dataset/raw_audio\Actor_24\03-01-07-01-01-02-24.wav,0.0174
../dataset/raw_audio\Actor_24\03-01-07-01-02-01-24.wav,0.0184
../dataset/raw_audio\Actor_24\03-01-07-01-02-02-24.wav,0.0162
../dataset/raw_audio\Actor_24\03-01-07-02-01-01-24.wav,0.0163
../dataset/raw_audio\Actor_24\03-01-07-02-01-02-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-07-02-02-01-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-07-02-02-02-24.wav,0.0185
../dataset/raw_audio\Actor_24\03-01-08-01-01-01-24.wav,0.0159
../dataset/raw_audio\Actor_24\03-01-08-01-01-02-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-08-01-02-01-24.wav,0.0136
../dataset/raw_audio\Actor_24\03-01-08-01-02-02-24.wav,0.0160
../dataset/raw_audio\Actor_24\03-01-08-02-01-01-24.wav,0.0179
../dataset/raw_audio\Actor_24\03-01-08-02-01-02-24.wav,0.0221
../dataset/raw_audio\Actor_24\03-01-08-02-02-01-24.wav,0.0200
../dataset/raw_audio\Actor_24\03-01-08-02-02-02-24.wav,0.0211
